company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,industry_sector,company_age_years,region,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_quantity_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
ERGO AGENCY,2165.0,2165.0,0,3,2430.6168333333335,810.2056111111111,890.0,462.08811886011085,1227.2001666666667,313.4166666666667,0.0,0.0,0.0,3.0,350.0,500.0,500.0,50.0,259.8076211353316,26.666666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13.0,2.0,1,0.0,0.0,0.0,2430.6168333333335,0.0,0.0,100.0,0.0,ERGO SUM AGENCY LIMITED,08024351,ltd,dissolved,International Organisations,13.8,Manchester,3.0,3.0,2.0,1.0,32.0,685.0,12.0,False,0.0,2.0,True,ergoagency.com,True,200.0,com,0.217391304347826,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERNELLE MAGABO,2410.0,2410.0,0,1,394.50679629629633,394.50679629629633,394.50679629629633,0.0,394.50679629629633,394.50679629629633,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.0,6.0,1,0.0,0.0,0.0,394.50679629629633,0.0,0.0,100.0,0.0,MAGABOAS LIMITED,12731496,ltd,dissolved,Health & Social,5.6,Essex,1.0,1.0,1.0,0.0,4.0,1770.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.1785714285714285,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESP COLOUR,581.0,1417.0,836,12,57917.15646392496,4826.42970532708,3978.742878787879,3281.9315388946184,10521.0,492.8202380952381,76.0,0.0,606.0,5.242822966507177,7958.333333333333,5000.0,20000.0,500.0,7738.505650121974,11.5,10.0,57.14285714285714,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,58.333333333333336,7.583333333333333,8,100.0,58.333333333333336,100.0,100.0,100.0,100.0,100.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21.416666666666668,3.0,7,-22712.35823195596,-78.43050183619728,0.0,57917.15646392496,0.0,0.0,100.0,0.0,ESP COLOUR LIMITED,03513763,ltd,active,Manufacturing,28.0,Wiltshire,27.0,4.0,3.0,1.0,207.0,41.0,17.0,True,12.0,3.0,True,espcolour.co.uk,True,308.0,co.uk,0.4285714285714285,5,frequent,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPT,1194.0,1241.0,47,3,13118.245766666669,4372.748588888889,5138.016,2384.579452769822,6280.746566666667,1699.4832,23.5,0.0,47.0,23.31382978723404,682.6666666666666,1000.0,1000.0,48.0,549.6374562685238,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,66.66666666666666,7.0,9,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,100.0,66.66666666666666,66.66666666666666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.666666666666668,10.0,2,0.0,0.0,0.0,13118.245766666669,0.0,0.0,100.0,0.0,ESPT LIMITED,13510155,ltd,dissolved,Arts & Entertainment,4.6,Hemel Hempstead,1.0,1.0,1.0,0.0,9.0,510.0,2.0,False,0.0,1.0,True,espt.co.uk,False,200.0,co.uk,0.6521739130434783,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPT DESIGN & PRINT,1353.0,1353.0,0,2,7009.4,3504.7,3504.7,53.76368559621714,3542.7166666666662,3466.683333333333,0.0,0.0,0.0,2.0,1640.0,1640.0,1640.0,1640.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,7,100.0,0.0,100.0,100.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.0,5.0,1,0.0,0.0,0.0,7009.4,0.0,0.0,100.0,0.0,ESPT PRINT & DESIGN LTD,12780105,ltd,dissolved,Manufacturing,5.5,Greater London,1.0,1.0,1.0,0.0,4.0,1238.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.3636363636363636,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPT PRINT,1221.0,1344.0,123,2,13740.95638888889,6870.478194444445,6870.478194444445,8590.369423454462,12944.786666666669,796.1697222222223,123.0,123.0,123.0,5.939024390243903,10025.0,10025.0,20000.0,50.0,14106.780284671622,17.5,17.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.5,6,100.0,100.0,100.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,25.5,5.0,2,0.0,0.0,0.0,13740.95638888889,0.0,0.0,100.0,0.0,ESPT PRINT & DESIGN LTD,12780105,ltd,dissolved,Manufacturing,5.5,Greater London,1.0,1.0,1.0,0.0,4.0,1238.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.3636363636363636,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EVENTS AND PR,2542.0,2542.0,0,1,222.0,222.0,222.0,0.0,222.0,222.0,0.0,0.0,0.0,1.0,250.0,250.0,250.0,250.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,2.0,1,0.0,0.0,0.0,222.0,0.0,0.0,100.0,0.0,EVENTS AND PR LIMITED,08112353,ltd,active,Professional Services,13.6,Milton Keynes,2.0,2.0,2.0,0.0,35.0,54.0,13.0,False,0.0,1.0,True,eventsandpr.co.uk,True,200.0,co.uk,0.0735294117647058,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPOSURE,2478.0,2478.0,0,1,154.29399999999998,154.29399999999998,154.29399999999998,0.0,154.29399999999998,154.29399999999998,0.0,0.0,0.0,1.0,30.0,30.0,30.0,30.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,4.0,1,0.0,0.0,0.0,154.29399999999998,0.0,0.0,100.0,0.0,EXPOSURE ANALYTICS LIMITED,08818692,ltd,active,Information & Communication,12.1,Portsmouth,5.0,1.0,1.0,0.0,45.0,51.0,12.0,False,0.0,0.0,True,exposure.co.uk,True,200.0,co.uk,0.0826446280991735,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALCONER,213.0,213.0,0,3,91776.3442111111,30592.114737037035,23113.366477777778,12953.571962054337,45549.61125555556,23113.366477777778,0.0,0.0,0.0,3.0,6666.666666666667,5000.0,10000.0,5000.0,2886.751345948129,13.666666666666666,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.0,6.0,1,0.0,0.0,91776.3442111111,0.0,100.0,0.0,100.0,0.0,FALCONER LIMITED,12090544,ltd,active,Health & Social,6.6,York,1.0,1.0,1.0,0.0,14.0,906.0,2.0,False,0.0,1.0,True,falconer.co.uk,False,302.0,co.uk,0.4545454545454546,5,occasional,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANTASTIC MR,418.0,418.0,0,1,1743.3057291666669,1743.3057291666669,1743.3057291666669,0.0,1743.3057291666669,1743.3057291666669,0.0,0.0,0.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11.0,12.0,1,0.0,0.0,0.0,1743.3057291666669,0.0,0.0,100.0,0.0,FANTASTIC MR. BOX LIMITED,14632978,ltd,active,Professional Services,3.0,Belper,2.0,2.0,2.0,0.0,9.0,104.0,2.0,False,0.0,2.0,False,Unknown,False,301.0,Unknown,0.3333333333333333,3,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FANU,2081.0,2118.0,37,3,497.0124333333333,165.6708111111111,97.34,145.15164114059144,332.37743333333333,67.295,18.5,0.0,37.0,29.614864864864867,20.0,20.0,20.0,20.0,0.0,33.333333333333336,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.666666666666668,4.0,2,0.0,0.0,0.0,497.0124333333333,0.0,0.0,100.0,0.0,FANU LIMITED,10785773,ltd,active,Manufacturing,8.7,Herts,3.0,2.0,1.0,1.0,31.0,978.0,7.0,True,3.0,2.0,True,fanu.co.uk,True,403.0,co.uk,0.3448275862068966,1,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELIX,2551.0,2551.0,0,1,195.80783333333335,195.80783333333335,195.80783333333335,0.0,195.80783333333335,195.80783333333335,0.0,0.0,0.0,1.0,35.0,35.0,35.0,35.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,1.0,1,0.0,0.0,0.0,195.80783333333335,0.0,0.0,100.0,0.0,FELIX LTD,14992080,ltd,dissolved,Accommodation & Food,2.6,Sheffield,1.0,1.0,1.0,0.0,6.0,160.0,0.0,False,0.0,1.0,True,felix.co.uk,False,301.0,co.uk,0.3846153846153846,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERAL,185.0,185.0,0,1,267.6226666666667,267.6226666666667,267.6226666666667,0.0,267.6226666666667,267.6226666666667,0.0,0.0,0.0,1.0,8.0,8.0,8.0,8.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,24.0,7.0,1,0.0,0.0,267.6226666666667,0.0,100.0,0.0,100.0,0.0,FERAL LTD,11236023,ltd,active,Other Services,7.9,Newport,1.0,1.0,1.0,0.0,11.0,1516.0,2.0,False,0.0,1.0,True,feral.co.uk,True,301.0,co.uk,0.1265822784810126,1,one_time,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINECUT,423.0,497.0,74,2,3464.346577777778,1732.173288888889,1732.173288888889,855.6206384279345,2337.1884444444445,1127.1581333333334,74.0,74.0,74.0,9.87162162162162,2110.0,2110.0,4000.0,220.0,2672.86363288515,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.5,9.0,2,0.0,0.0,0.0,3464.346577777778,0.0,0.0,100.0,0.0,FINECUT DESIGN LIMITED,10774716,ltd,dissolved,Manufacturing,8.7,Oxon,5.0,5.0,4.0,1.0,24.0,132.0,9.0,False,0.0,0.0,True,finecut.co.uk,True,301.0,co.uk,0.2298850574712644,3,occasional,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FINECUT FINISHING,2193.0,2193.0,0,1,1088.6333333333334,1088.6333333333334,1088.6333333333334,0.0,1088.6333333333334,1088.6333333333334,0.0,0.0,0.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28.0,1.0,1,0.0,0.0,0.0,1088.6333333333334,0.0,0.0,100.0,0.0,FINECUT FINISHING LTD.,02425001,ltd,active,Manufacturing,36.4,"Watford, Hertfordshire",5.0,2.0,1.0,1.0,90.0,59.0,37.0,True,1.0,2.0,True,finecutfinishing.co.uk,True,200.0,co.uk,0.0274725274725274,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINEPRINT,129.0,2465.0,2336,41,69411.81840332011,1692.9711805687832,905.16,2056.8179937445584,10178.86296296296,125.19333333333331,58.4,0.0,351.0,6.4106378424657535,1725.7317073170732,400.0,10000.0,30.0,2794.7969069718665,21.664121951219514,20.0,68.75,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,78.04878048780488,6.585365853658536,9,100.0,53.65853658536586,100.0,48.78048780487805,48.78048780487805,51.21951219512195,80.48780487804879,97.5609756097561,78.04878048780488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.07317073170732,9.0,11,-3742.232777546533,-37.73943695094544,1157.0732216666663,68254.74518165344,1.6669686060426296,0.0,100.0,0.0,FINEPRINT (BASINGSTOKE) LIMITED,03886746,ltd,active,Information & Communication,26.2,Hampshire,6.0,4.0,3.0,1.0,69.0,97.0,27.0,True,1.0,2.0,True,fineprint.co.uk,True,301.0,co.uk,1.5648854961832062,5,power_user,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINEPRINT BASINGSTOKE,1274.0,1274.0,0,1,634.54,634.54,634.54,0.0,634.54,634.54,0.0,0.0,0.0,1.0,250.0,250.0,250.0,250.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,34.0,7.0,1,0.0,0.0,0.0,634.54,0.0,0.0,100.0,0.0,FINEPRINT (BASINGSTOKE) LIMITED,03886746,ltd,active,Information & Communication,26.2,Hampshire,6.0,4.0,3.0,1.0,69.0,97.0,27.0,True,1.0,2.0,True,fineprintbasingstoke.co.uk,True,200.0,co.uk,0.0381679389312977,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FISERV,828.0,828.0,0,1,2705.982142857143,2705.982142857143,2705.982142857143,0.0,2705.982142857143,2705.982142857143,0.0,0.0,0.0,1.0,2500.0,2500.0,2500.0,2500.0,0.0,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.0,10.0,1,0.0,0.0,0.0,2705.982142857143,0.0,0.0,100.0,0.0,LJ CONSULTANCY SERVICES LTD.,10071850,ltd,dissolved,Professional Services,9.9,Surrey,1.0,1.0,1.0,0.0,12.0,2564.0,3.0,False,0.0,1.0,True,fiserv.com,True,406.0,com,0.101010101010101,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLEEET,816.0,816.0,0,1,595.4866666666667,595.4866666666667,595.4866666666667,0.0,595.4866666666667,595.4866666666667,0.0,0.0,0.0,1.0,25.0,25.0,25.0,25.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,29.0,10.0,1,0.0,0.0,0.0,595.4866666666667,0.0,0.0,100.0,0.0,FLEEET LTD,16255085,ltd,active,Transport & Storage,1.0,Basingstoke,1.0,1.0,1.0,0.0,1.0,351.0,0.0,False,0.0,1.0,True,fleeet.co.uk,False,403.0,co.uk,1.0,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLEET,107.0,996.0,889,24,57837.563128444446,2409.898463685185,1561.8444444444444,2258.6572974765404,8264.059722222224,143.42673333333332,38.65217391304348,0.0,189.0,9.860517435320585,778.3333333333334,200.0,5000.0,50.0,1436.5225725512548,20.565217391304348,20.0,9.090909090909092,72.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45.83333333333333,6.0,8,100.0,33.33333333333333,70.83333333333334,79.16666666666666,79.16666666666666,33.33333333333333,87.5,37.5,79.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.625,2.0,9,10705.242261443762,55.52745490505772,24676.429284,33161.13384444445,42.66505701355208,0.0,100.0,0.0,FLEET LIMITED,03895468,ltd,dissolved,Professional Services,26.1,London,5.0,3.0,2.0,1.0,32.0,5662.0,10.0,False,0.0,0.0,True,fleet.co.uk,False,302.0,co.uk,0.9195402298850576,5,frequent,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLEET - BABYF,830.0,830.0,0,1,868.7966666666666,868.7966666666666,868.7966666666666,0.0,868.7966666666666,868.7966666666666,0.0,0.0,0.0,1.0,50.0,50.0,50.0,50.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,38.0,10.0,1,0.0,0.0,0.0,868.7966666666666,0.0,0.0,100.0,0.0,BABYFACE BEAUTY LTD,15426298,ltd,dissolved,Other Services,2.0,Goole,1.0,1.0,1.0,0.0,3.0,216.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.5,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FLEET LUXURY,169.0,952.0,783,30,57725.471711746046,1924.182390391535,2014.4633333333336,1140.7177259516022,4626.8,258.3704761904762,27.0,0.0,273.0,13.994252873563218,412.9,200.0,2600.0,3.0,720.7984724810635,15.26086956521739,10.0,13.636363636363637,86.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,73.33333333333333,6.5,9,100.0,50.0,96.66666666666669,90.0,90.0,73.33333333333333,73.33333333333333,43.333333333333336,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.866666666666667,7.0,7,-4578.722966984088,-23.795680647781023,16572.618888888886,41152.85282285715,28.709369360626063,0.0,100.0,0.0,FLEET LUXURY PACKAGING LIMITED,09041131,ltd,active,International Organisations,11.7,Rochester,4.0,1.0,1.0,0.0,28.0,250.0,10.0,False,0.0,1.0,True,fleetluxury.co.uk,False,200.0,co.uk,2.5641025641025643,5,frequent,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLEET LUXURY DRAWER,749.0,749.0,0,1,673.1266666666667,673.1266666666667,673.1266666666667,0.0,673.1266666666667,673.1266666666667,0.0,0.0,0.0,1.0,40.0,40.0,40.0,40.0,0.0,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,39.0,1.0,1,0.0,0.0,0.0,673.1266666666667,0.0,0.0,100.0,0.0,THE LUXURY DRAWER LTD,15615732,ltd,active,Wholesale & Retail,1.8,London,1.0,1.0,1.0,0.0,3.0,57.0,1.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.5555555555555556,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FLEET LUXURY PACKAGING,333.0,935.0,602,7,14527.96416100629,2075.423451572327,1785.5396,856.86403368303,3310.2650000000003,1223.755,100.33333333333331,0.0,599.0,4.247093023255814,257.14285714285717,200.0,600.0,100.0,161.83471874253743,15.833333333333334,10.0,28.57142857142857,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,6.571428571428571,8,100.0,28.57142857142857,100.0,100.0,100.0,28.57142857142857,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,25.0,2.0,2,-533.3419194968217,-7.342280220216063,6730.640161006289,7797.324,46.32885988989173,0.0,100.0,0.0,FLEET LUXURY PACKAGING LIMITED,09041131,ltd,active,International Organisations,11.7,Rochester,4.0,1.0,1.0,0.0,28.0,250.0,10.0,False,0.0,1.0,True,fleetluxurypackaging.co.uk,False,200.0,co.uk,0.5982905982905983,4,regular,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLYLEAF,576.0,871.0,295,2,3490.7506993006996,1745.3753496503498,1745.3753496503498,1847.54631676043,3051.787878787879,438.96282051282054,295.0,295.0,295.0,2.476271186440678,105.0,105.0,110.0,100.0,7.0710678118654755,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.5,7,100.0,50.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24.0,9.0,2,-2612.825058274013,-149.69989456980923,0.0,3490.7506993006996,0.0,0.0,100.0,0.0,FLYLEAF LTD,12338061,ltd,active,Manufacturing,6.2,Frinton-On-Sea,2.0,2.0,2.0,0.0,13.0,53.0,6.0,False,0.0,2.0,True,flyleaf.co.uk,True,200.0,co.uk,0.3225806451612903,3,occasional,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMB,411.0,411.0,0,2,5525.144444444444,2762.572222222222,2762.572222222222,548.2198874539301,3150.222222222222,2374.9222222222224,0.0,0.0,0.0,2.0,1000.0,1000.0,1000.0,1000.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15.0,12.0,1,0.0,0.0,0.0,5525.144444444444,0.0,0.0,100.0,0.0,FMB LTD,12028385,ltd,active,Professional Services,6.7,Blackburn,2.0,1.0,1.0,0.0,25.0,18.0,6.0,False,0.0,2.0,True,fmb.co.uk,False,302.0,co.uk,0.2985074626865671,4,occasional,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOAM ENGINEERS,472.0,2439.0,1967,6,1452.9227166666667,242.15378611111112,238.3094416666667,147.21857289149673,506.17333333333335,79.82666666666667,393.4,0.0,1560.0,1.114133197763091,52.833333333333336,28.0,150.0,5.0,60.57859908141378,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.166666666666667,6,100.0,16.666666666666664,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.166666666666666,6.0,4,9.434329761903747,1.9480037693019696,0.0,1452.9227166666667,0.0,0.0,100.0,0.0,FOAM ENGINEERS LIMITED,00864353,ltd,active,Manufacturing,60.2,Bucks,13.0,5.0,4.0,1.0,127.0,81.0,36.0,True,5.0,1.0,True,foamengineers.co.uk,False,301.0,co.uk,0.0996677740863787,3,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOLDERS LTD,896.0,1682.0,786,4,13643.039316190478,3410.7598290476194,3476.769658095238,1324.1866372471943,4951.113333333334,1738.3866666666668,262.0,9.0,763.0,1.8587786259541983,1250.0,1250.0,2000.0,500.0,866.0254037844386,13.75,12.5,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.0,7,100.0,0.0,100.0,100.0,100.0,25.0,75.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,18.25,7.0,3,3547.4508180944495,52.00382020279919,0.0,13643.039316190478,0.0,0.0,100.0,0.0,FOLDERS (ALTRINCHAM) LIMITED,03565856,ltd,active,Administrative Services,27.7,Cheshire,6.0,3.0,2.0,1.0,77.0,236.0,27.0,True,2.0,1.0,True,folders.co.uk,False,200.0,co.uk,0.1444043321299639,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
