company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,industry_sector,company_age_years,region,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_quantity_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
FOREST,687.0,738.0,51,10,16098.17431010101,1609.817431010101,676.0919444444444,1832.003032615174,5790.145454545454,316.48833333333334,5.666666666666667,0.0,20.0,71.61764705882354,732.5,287.5,5000.0,50.0,1511.8076927969378,7.5,7.5,88.88888888888889,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90.0,7.1,9,100.0,100.0,100.0,40.0,40.0,50.0,90.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.3,2.0,3,0.0,0.0,0.0,16098.17431010101,0.0,0.0,100.0,0.0,FOREST LIMITED,05656615,ltd,dissolved,Professional Services,20.1,Leeds,7.0,3.0,2.0,1.0,38.0,5353.0,2.0,True,1.0,0.0,True,forest.co.uk,True,301.0,co.uk,0.4975124378109452,5,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOREST PROMOTIONS,725.0,787.0,62,11,20891.694306412697,1899.2449369466087,1120.639841269841,1946.7479279635463,5758.094415111112,464.9708333333333,6.2,0.0,40.0,64.8024193548387,473.6363636363636,250.0,1000.0,20.0,417.1635824774912,11.11111111111111,10.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90.9090909090909,8.181818181818182,9,100.0,100.0,100.0,100.0,90.9090909090909,90.9090909090909,100.0,100.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,35.09090909090909,11.0,2,-12490.167957201356,-119.57065591724174,0.0,20891.694306412697,0.0,0.0,100.0,0.0,FOREST PROMOTIONS LIMITED,06933996,ltd,active,Administrative Services,16.6,Wiltshire,3.0,3.0,2.0,1.0,42.0,82.0,16.0,False,0.0,2.0,True,forestpromotions.co.uk,False,301.0,co.uk,0.6626506024096385,5,frequent,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOREVER YOUNG HEALTH,963.0,970.0,7,4,21078.931666666664,5269.732916666666,4933.3225,2164.874863294162,8163.02,3049.2666666666664,2.3333333333333335,0.0,7.0,208.71428571428572,400.0,350.0,600.0,300.0,141.4213562373095,10.0,10.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,8.0,9,100.0,75.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.5,6.0,2,0.0,0.0,0.0,21078.931666666664,0.0,0.0,100.0,0.0,FOREVER YOUNG HEALTH LTD,12814249,ltd,active,Transport & Storage,5.5,London,1.0,1.0,1.0,0.0,15.0,125.0,6.0,False,0.0,1.0,True,foreveryounghealth.com,True,404.0,com,0.7272727272727273,5,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORGE SP,2443.0,2443.0,0,1,3069.3333333333335,3069.3333333333335,3069.3333333333335,0.0,3069.3333333333335,3069.3333333333335,0.0,0.0,0.0,1.0,300.0,300.0,300.0,300.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,5.0,1,0.0,0.0,0.0,3069.3333333333335,0.0,0.0,100.0,0.0,FORGE SPECIALIST REHABILITATION LIMITED,11837484,ltd,active,Health & Social,7.0,Sheffield,1.0,1.0,1.0,0.0,13.0,294.0,6.0,False,0.0,1.0,True,forgesp.com,True,301.0,com,0.1428571428571428,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORGE SPECIASL PROJECTS,2443.0,2443.0,0,1,524.7141145833333,524.7141145833333,524.7141145833333,0.0,524.7141145833333,524.7141145833333,0.0,0.0,0.0,1.0,300.0,300.0,300.0,300.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,5.0,1,0.0,0.0,0.0,524.7141145833333,0.0,0.0,100.0,0.0,FORGEWAY PROJECTS LTD,16992022,ltd,active,Construction,0.0,Milton Keynes,1.0,1.0,1.0,0.0,1.0,6.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,1.0,1,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
FORMARA,1436.0,1436.0,0,1,949.5771428571428,949.5771428571428,949.5771428571428,0.0,949.5771428571428,949.5771428571428,0.0,0.0,0.0,1.0,300.0,300.0,300.0,300.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,38.0,2.0,1,0.0,0.0,0.0,949.5771428571428,0.0,0.0,100.0,0.0,FORMARA LIMITED,01114482,ltd,active,Manufacturing,52.7,Essex,13.0,3.0,3.0,0.0,137.0,48.0,30.0,True,11.0,2.0,True,formara.co.uk,True,200.0,co.uk,0.0189753320683111,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD PRINTS,2138.0,2138.0,0,1,859.05,859.05,859.05,0.0,859.05,859.05,0.0,0.0,0.0,1.0,850.0,850.0,850.0,850.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11.0,3.0,1,0.0,0.0,0.0,859.05,0.0,0.0,100.0,0.0,FORWARD PRINT SCOTLAND LIMITED,SC591256,ltd,active,Manufacturing,7.9,Glasgow,5.0,1.0,1.0,0.0,27.0,724.0,5.0,False,0.0,2.0,False,Unknown,False,301.0,Unknown,0.1265822784810126,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FOX GROUP,1253.0,1527.0,274,3,10606.92156862745,3535.6405228758163,2958.850140056022,1698.9602829672758,5447.9047619047615,2200.1666666666665,137.0,34.0,240.0,3.999087591240875,2233.3333333333335,2500.0,3000.0,1200.0,929.1573243177568,12.666666666666666,11.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21.0,11.0,3,-6206.588235291534,-117.02902100547304,0.0,10606.92156862745,0.0,0.0,100.0,0.0,FOX GROUP LIMITED,09697854,ltd,active,Financial Services,10.5,London,1.0,1.0,1.0,0.0,30.0,5.0,14.0,False,0.0,1.0,True,fox.com,True,301.0,com,0.2857142857142857,4,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANK WISE SCHOOL,1310.0,1310.0,0,1,501.08833333333337,501.08833333333337,501.08833333333337,0.0,501.08833333333337,501.08833333333337,0.0,0.0,0.0,1.0,75.0,75.0,75.0,75.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,35.0,6.0,1,0.0,0.0,0.0,501.08833333333337,0.0,0.0,100.0,0.0,WISE MEN FRANKINCENSE LTD,13456329,ltd,dissolved,Other Services,4.6,Birmingham,2.0,2.0,2.0,0.0,3.0,1140.0,0.0,False,0.0,2.0,False,Unknown,False,301.0,Unknown,0.2173913043478261,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FRANKLIN COVEY,2012.0,2012.0,0,1,401.98190476190473,401.98190476190473,401.98190476190473,0.0,401.98190476190473,401.98190476190473,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,33.0,7.0,1,0.0,0.0,0.0,401.98190476190473,0.0,0.0,100.0,0.0,FRANKLIN COVEY EUROPE LIMITED,03282374,ltd,active,Professional Services,29.2,Banbury,19.0,2.0,2.0,0.0,98.0,84.0,29.0,True,1.0,1.0,True,franklincovey.co.uk,True,403.0,co.uk,0.0342465753424657,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREIDHEIM,2391.0,2391.0,0,4,6733.755,1683.43875,1683.43875,418.0476617880031,2174.6005,1192.277,0.0,0.0,0.0,4.0,175.0,175.0,250.0,100.0,64.54972243679029,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23.0,7.0,1,0.0,0.0,0.0,6733.755,0.0,0.0,100.0,0.0,,,,,Unknown,13.7,Unknown,3.0,2.0,1.0,0.0,34.5,128.0,10.0,0,0.0,1.0,True,freidheim.com,False,200.0,com,4.0,4,regular,False,False,True,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
FULLER & CO,1297.0,1297.0,0,1,3253.58000002025,3253.58000002025,3253.58000002025,0.0,3253.58000002025,3253.58000002025,0.0,0.0,0.0,1.0,4000.0,4000.0,4000.0,4000.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,18.0,7.0,1,0.0,0.0,0.0,3253.58000002025,0.0,0.0,100.0,0.0,FULLER & CO ASSOCIATES LTD,12449171,ltd,dissolved,Other Services,6.0,London,1.0,1.0,1.0,0.0,7.0,1714.0,1.0,False,0.0,1.0,True,fullerandco.co.uk,True,200.0,co.uk,0.1666666666666666,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FULLPOINT,476.0,494.0,18,2,15748.071666666669,7874.035833333333,7874.035833333333,10494.11634955836,15294.496666666666,453.575,18.0,18.0,18.0,40.58333333333333,3912.0,3912.0,7800.0,24.0,5498.462330506593,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.5,7,100.0,100.0,100.0,50.0,0.0,50.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,21.0,9.0,2,0.0,0.0,0.0,15748.071666666669,0.0,0.0,100.0,0.0,FULLPOINT LIMITED,02945091,ltd,active,Manufacturing,31.6,Herts,5.0,3.0,2.0,1.0,79.0,59.0,32.0,True,2.0,1.0,True,fullpoint.co.uk,True,403.0,co.uk,0.0632911392405063,5,occasional,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUSION,539.0,539.0,0,1,2033.5,2033.5,2033.5,0.0,2033.5,2033.5,0.0,0.0,0.0,1.0,400.0,400.0,400.0,400.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.0,8.0,1,0.0,0.0,0.0,2033.5,0.0,0.0,100.0,0.0,FUSION LIMITED,06015124,ltd,dissolved,Professional Services,19.2,East Sussex,5.0,4.0,3.0,1.0,32.0,2981.0,10.0,False,0.0,1.0,True,fusion.co.uk,False,301.0,co.uk,0.0520833333333333,3,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G RYDER,2646.0,2646.0,0,1,105.59265503875967,105.59265503875967,105.59265503875967,0.0,105.59265503875967,105.59265503875967,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,4,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12.0,10.0,1,0.0,0.0,0.0,105.59265503875967,0.0,0.0,100.0,0.0,G RYDER & CO. LIMITED,00294244,ltd,active,Manufacturing,91.2,Milton Keynes,16.0,3.0,2.0,1.0,160.0,88.0,24.0,True,10.0,1.0,True,gryder.com,True,405.0,com,0.0109649122807017,1,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GARY,2612.0,2612.0,0,1,45.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,16.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16.0,11.0,1,0.0,0.0,0.0,45.0,0.0,100.0,0.0,0.0,GARY LTD,04848577,ltd,active,Real Estate,22.5,Cottingham,6.0,2.0,2.0,0.0,76.0,60.0,21.0,True,5.0,2.0,True,gary.co.uk,True,401.0,co.uk,0.0444444444444444,1,one_time,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GARY WILLIAMS,835.0,996.0,161,6,26518.039861111116,4419.673310185186,3699.3083333333334,2996.3132019995596,8191.318749999999,1210.35,32.2,0.0,97.0,13.611801242236025,400.0,500.0,750.0,50.0,270.1851217221259,27.75,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.333333333333333,8,100.0,100.0,100.0,100.0,100.0,33.33333333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,29.5,5.0,4,0.0,0.0,0.0,26518.039861111116,0.0,0.0,100.0,0.0,GARY WILLIAMS LTD,13203302,ltd,dissolved,Agriculture,5.0,Cornwall,1.0,1.0,1.0,0.0,9.0,587.0,3.0,False,0.0,1.0,True,garywilliams.co.uk,True,403.0,co.uk,1.2,5,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARY WILLIAMS SCREEN 3 COLS ON,570.0,570.0,0,1,231.72966666666667,231.72966666666667,231.72966666666667,0.0,231.72966666666667,231.72966666666667,0.0,0.0,0.0,1.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.0,7.0,1,0.0,0.0,0.0,231.72966666666667,0.0,0.0,100.0,0.0,EXHIBITION ON SCREEN (SEASON 2 AND 3) LTD,08913366,ltd,active,Information & Communication,11.9,East Sussex,2.0,2.0,2.0,0.0,24.0,35.0,12.0,False,0.0,2.0,False,Unknown,False,301.0,Unknown,0.0840336134453781,1,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GAS SAFE,1330.0,2563.0,1233,4,9840.876341718376,2460.2190854295936,2708.718768667629,935.1433412289038,3298.4082835497834,1125.0305208333334,411.0,0.0,1007.0,1.1849148418491484,2045.0,2560.0,2560.0,500.0,1030.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.75,6,100.0,75.0,100.0,0.0,0.0,25.0,75.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,24.5,6.0,3,1526.3673512873145,46.53144592875108,0.0,9840.876341718376,0.0,0.0,100.0,0.0,GAS SAFE LTD,16204113,ltd,active,Construction,1.0,Peterborough,1.0,1.0,1.0,0.0,1.0,375.0,0.0,False,0.0,1.0,True,gassafe.com,False,200.0,com,4.0,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAS SAFETY,1590.0,1590.0,0,1,563.2933333333333,563.2933333333333,563.2933333333333,0.0,563.2933333333333,563.2933333333333,0.0,0.0,0.0,1.0,200.0,200.0,200.0,200.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,34.0,9.0,1,0.0,0.0,0.0,563.2933333333333,0.0,0.0,100.0,0.0,GAS SAFETY LIMITED,06870586,ltd,dissolved,Energy,16.8,London,1.0,1.0,1.0,0.0,13.0,4556.0,2.0,False,0.0,0.0,True,gassafety.co.uk,False,200.0,co.uk,0.0595238095238095,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAS SAFETY SHOP,1949.0,2536.0,587,5,16456.490903703703,3291.2981807407405,3451.930533333333,614.0910236369614,3959.036476190476,2634.620071957672,146.75,0.0,406.0,3.1111584327086885,2830.0,3000.0,4350.0,1500.0,1050.9519494249012,17.8,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.2,8,100.0,20.0,100.0,20.0,20.0,20.0,60.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.4,2.0,3,-8538.417951321979,-103.76960679266465,0.0,16456.490903703703,0.0,0.0,100.0,0.0,THE GAS SAFETY SHOP LTD,08611678,ltd,active,International Organisations,12.6,Hampshire,1.0,1.0,1.0,0.0,30.0,197.0,13.0,False,0.0,1.0,True,gassafetyshop.co.uk,True,200.0,co.uk,0.3968253968253968,5,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAVIN MARTIN,2265.0,2265.0,0,1,1753.1391777777776,1753.1391777777776,1753.1391777777776,0.0,1753.1391777777776,1753.1391777777776,0.0,0.0,0.0,1.0,2200.0,2200.0,2200.0,2200.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,19.0,11.0,1,0.0,0.0,0.0,1753.1391777777776,0.0,0.0,100.0,0.0,GAVIN MARTIN COLOURNET LIMITED,02578872,ltd,active,Manufacturing,35.0,Hertfordshire,12.0,4.0,3.0,1.0,123.0,41.0,33.0,True,5.0,3.0,True,gavinmartin.co.uk,False,200.0,co.uk,0.0285714285714285,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD ASSOCIATES,616.0,1869.0,1253,2,729.4733608888889,364.73668044444446,364.73668044444446,208.24607027152337,511.98888888888894,217.484472,1253.0,1253.0,1253.0,0.583000798084597,255.0,255.0,500.0,10.0,346.4823227814083,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23.5,12.0,2,73.62610422222843,20.18609812769926,0.0,729.4733608888889,0.0,0.0,100.0,0.0,GD ASSOCIATES LTD,13201889,ltd,dissolved,International Organisations,5.0,Essex,1.0,1.0,1.0,0.0,4.0,1014.0,0.0,False,0.0,1.0,True,gdassociates.co.uk,True,405.0,co.uk,0.4,2,occasional,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEOFF NEAL,260.0,260.0,0,1,723.4267083333333,723.4267083333333,723.4267083333333,0.0,723.4267083333333,723.4267083333333,0.0,0.0,0.0,1.0,55.0,55.0,55.0,55.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,27.0,5.0,1,0.0,0.0,723.4267083333333,0.0,100.0,0.0,100.0,0.0,A.C. NEAL LIMITED,04666966,ltd,active,Construction,23.0,Dorset,3.0,3.0,2.0,1.0,50.0,968.0,18.0,False,0.0,2.0,False,Unknown,False,301.0,Unknown,0.0434782608695652,2,one_time,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GEMINI,267.0,267.0,0,1,6308.7,6308.7,6308.7,0.0,6308.7,6308.7,0.0,0.0,0.0,1.0,1200.0,1200.0,1200.0,1200.0,0.0,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.0,5.0,1,0.0,0.0,6308.7,0.0,100.0,0.0,100.0,0.0,GEMINI L.P.,SL033246,limited-partnership,active,Unknown,7.4,Edinburgh,0.0,0.0,0.0,0.0,15.0,116.0,0.0,False,0.0,3.0,True,gemini.co.uk,True,301.0,co.uk,0.1351351351351351,4,one_time,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMINI PRINT,319.0,319.0,0,1,3944.868805555556,3944.868805555556,3944.868805555556,0.0,3944.868805555556,3944.868805555556,0.0,0.0,0.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21.0,3.0,1,0.0,0.0,3944.868805555556,0.0,100.0,0.0,100.0,0.0,GEMINI PRINT SERVICES LIMITED,07207590,ltd,active,Manufacturing,15.8,Hertfordshire,3.0,1.0,1.0,0.0,48.0,46.0,15.0,False,0.0,2.0,True,geminiprint.co.uk,False,301.0,co.uk,0.0632911392405063,4,one_time,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMINI PRINT SOLUTIONS,147.0,147.0,0,1,1269.84,1269.84,1269.84,0.0,1269.84,1269.84,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.0,8.0,1,0.0,0.0,1269.84,0.0,100.0,0.0,100.0,0.0,PAUL CRIMMEN ENTERPRISE LTD.,15644294,ltd,dissolved,Manufacturing,1.8,Brighton,1.0,1.0,1.0,0.0,5.0,139.0,0.0,False,0.0,1.0,True,geminiprintsolutions.co.uk,False,301.0,co.uk,0.5555555555555556,2,one_time,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENEOLOGY SUPPLIES,401.0,690.0,289,4,9566.953253968257,2391.738313492064,2880.2010317460317,1162.173158680857,3134.666666666667,671.8845238095239,96.33333333333331,16.0,210.0,5.055363321799308,600.0,650.0,1000.0,100.0,374.1657386773942,23.75,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,33.75,12.0,3,0.0,0.0,0.0,9566.953253968257,0.0,0.0,100.0,0.0,A.A.A. BATHROOM SUPPLIES & INSTALLATIONS LTD,07823001,ltd,active,Construction,14.3,Essex,1.0,1.0,1.0,0.0,26.0,1469.0,8.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.2797202797202797,4,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GENESIS,1975.0,2012.0,37,11,77931.07927166199,7084.64357015109,2641.99,14527.288541618094,50246.60685784313,200.076,3.7,0.0,31.0,108.58783783783784,1546.1818181818182,1420.0,4050.0,148.0,1226.6394595138229,9.244,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1,63.63636363636363,6.909090909090909,8,100.0,90.9090909090909,72.72727272727273,90.9090909090909,90.9090909090909,72.72727272727273,63.63636363636363,100.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24.545454545454547,7.0,2,0.0,0.0,0.0,77931.07927166199,0.0,0.0,100.0,0.0,GENESIS LIMITED PARTNERSHIP,LP008444,limited-partnership,active,Unknown,23.2,Unknown,0.0,0.0,0.0,0.0,2.0,8459.0,0.0,False,0.0,0.0,True,genesis.co.uk,True,200.0,co.uk,0.4741379310344827,5,frequent,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
